C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=10.0
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
7.3957,-1.12703
7.39577,-1.12771
7.39584,-1.12835
7.39591,-1.12893
7.39597,-1.12946
7.396,-1.12968
7.39604,-1.12995
7.3961,-1.1304
7.39616,-1.13081
7.39622,-1.13118
7.39628,-1.13151
7.39633,-1.13181
7.39639,-1.13207
7.39644,-1.13231
7.3965,-1.13251
7.39655,-1.13269
7.3966,-1.13284
7.39665,-1.13297
7.3967,-1.13308
7.39675,-1.13316
7.39679,-1.13323
7.39684,-1.13327
7.39688,-1.1333
7.39692,-1.13331
7.39697,-1.13331
7.39701,-1.13329
7.39705,-1.13326
7.39709,-1.13321
7.39713,-1.13316
7.39716,-1.13309
7.3972,-1.13301
7.39724,-1.13293
7.39727,-1.13283
7.3973,-1.13273
7.39734,-1.13262
7.39737,-1.1325
7.3974,-1.13238
7.39743,-1.13225
7.39746,-1.13212
7.39749,-1.13198
7.39752,-1.13184
7.39755,-1.13169
7.39758,-1.13154
7.39761,-1.13139
7.39763,-1.13124
7.39766,-1.13108
7.39768,-1.13092
7.39771,-1.13076
7.39773,-1.1306
7.39776,-1.13043
7.39778,-1.13027
7.3978,-1.1301
7.39782,-1.12994
7.39784,-1.12977
7.39787,-1.12961
7.39789,-1.12944
7.39791,-1.12928
7.39793,-1.12911
7.39795,-1.12895
7.39796,-1.12878
7.39798,-1.12862
7.398,-1.12846
7.398,-1.12846
7.39802,-1.1283
7.39803,-1.12814
7.39805,-1.12798
7.39807,-1.12782
7.39808,-1.12767
7.3981,-1.12752
7.39811,-1.12736
7.39813,-1.12721
7.39814,-1.12706
7.39816,-1.12692
7.39817,-1.12677
7.39818,-1.12663
7.3982,-1.12648
7.39821,-1.12634
7.39822,-1.1262
7.39824,-1.12607
7.39825,-1.12593
7.39826,-1.1258
7.39827,-1.12567
7.39828,-1.12554
7.39829,-1.12541
7.3983,-1.12529
7.39831,-1.12516
7.39832,-1.12504
7.39833,-1.12492
7.39834,-1.12481
7.39835,-1.12469
7.39836,-1.12458
7.39837,-1.12446
7.39838,-1.12435
7.39839,-1.12425
7.3984,-1.12414
7.39841,-1.12404
7.39842,-1.12393
7.39842,-1.12383
7.39843,-1.12373
7.39844,-1.12364
7.39845,-1.12354
7.39845,-1.12345
7.39846,-1.12336
7.39847,-1.12326
7.39847,-1.12318
7.39848,-1.12309
7.39849,-1.123
7.39849,-1.12292
7.3985,-1.12284
7.39851,-1.12276
7.39851,-1.12268
7.39852,-1.1226
7.39852,-1.12253
7.39853,-1.12245
7.39853,-1.12238
7.39854,-1.12231
7.39854,-1.12224
7.39855,-1.12217
7.39855,-1.1221
7.39856,-1.12203
7.39856,-1.12197
7.39857,-1.12191
7.39857,-1.12184
7.39858,-1.12178
7.39858,-1.12172
7.39858,-1.12167
7.39859,-1.12161
7.39859,-1.12155
7.3986,-1.12149
7.3986,-1.12143
7.39861,-1.12137
7.39861,-1.12131
7.39861,-1.12124
7.39862,-1.12118
7.39862,-1.12111
7.39863,-1.12104
7.39863,-1.12097
7.39864,-1.12089
7.39864,-1.12082
7.39865,-1.12074
7.39865,-1.12066
7.39866,-1.12058
7.39867,-1.12049
7.39867,-1.12041
7.39868,-1.12032
7.39868,-1.12023
7.39869,-1.12014
7.3987,-1.12004
7.3987,-1.11994
7.39871,-1.11984
7.39872,-1.11974
7.39872,-1.11963
7.39873,-1.11952
7.39874,-1.11941
7.39875,-1.11929
7.39875,-1.11917
7.39876,-1.11905
7.39877,-1.11892
7.39878,-1.11879
7.39879,-1.11866
7.39879,-1.11852
7.3988,-1.11838
7.39881,-1.11824
7.39882,-1.11809
7.39883,-1.11794
7.39884,-1.11778
7.39885,-1.11762
7.39886,-1.11745
7.39887,-1.11728
7.39888,-1.1171
7.39889,-1.11692
7.3989,-1.11674
7.39892,-1.11654
7.39893,-1.11635
7.39894,-1.11614
7.39895,-1.11593
7.39896,-1.11572
7.39898,-1.1155
7.39899,-1.11527
7.399,-1.11503
7.39902,-1.11479
7.39903,-1.11454
7.39905,-1.11428
7.39906,-1.11402
7.39908,-1.11375
7.39909,-1.11347
7.39911,-1.11318
7.39912,-1.11288
7.39914,-1.11257
7.39916,-1.11225
7.39917,-1.11192
7.39919,-1.11159
7.39921,-1.11124
7.39923,-1.11088
7.39925,-1.11051
7.39927,-1.11013
7.39929,-1.10973
7.39931,-1.10933
7.39933,-1.10891
7.39935,-1.10848
7.39937,-1.10803
7.39939,-1.10757
7.39942,-1.10709
7.39944,-1.1066
7.39946,-1.10609
7.39949,-1.10557
7.39951,-1.10503
7.39954,-1.10447
7.39957,-1.10389
7.39959,-1.10329
7.39962,-1.10268
7.39965,-1.10204
7.39968,-1.10138
7.39971,-1.1007
7.39974,-1.1
7.39977,-1.09927
7.3998,-1.09852
7.39983,-1.09775
7.39986,-1.09694
7.3999,-1.09611
7.39993,-1.09525
7.39997,-1.09436
7.4,-1.09357
7.40001,-1.09345
7.40004,-1.0925
7.40008,-1.09151
7.40012,-1.0905
7.40016,-1.08944
7.4002,-1.08835
7.40024,-1.08723
7.40028,-1.08606
7.40033,-1.08485
7.40037,-1.08361
7.40042,-1.08231
7.40047,-1.08097
7.40051,-1.07959
7.40056,-1.07816
7.40061,-1.07667
7.40067,-1.07513
7.40072,-1.07354
7.40077,-1.0719
7.40083,-1.07019
7.40088,-1.06843
7.40094,-1.0666
7.401,-1.06471
7.40106,-1.06275
7.40112,-1.06072
7.40119,-1.05862
7.40125,-1.05645
7.40132,-1.0542
7.40139,-1.05187
7.40146,-1.04946
7.40153,-1.04696
7.4016,-1.04438
7.40167,-1.04171
7.40175,-1.03894
7.40183,-1.03608
7.40191,-1.03312
7.40199,-1.03005
7.402,-1.02973
7.40208,-1.02689
7.40216,-1.02361
7.40225,-1.02022
7.40234,-1.01672
7.40243,-1.01309
7.40252,-1.00935
7.40262,-1.00548
7.40272,-1.00149
7.40282,-0.99736
7.40292,-0.993098
7.40303,-0.988697
7.40314,-0.984155
7.40325,-0.979468
7.40336,-0.974634
7.40348,-0.969648
7.4036,-0.964509
7.40372,-0.959212
7.40384,-0.953756
7.40397,-0.948137
7.404,-0.946785
7.4041,-0.942353
7.40423,-0.936402
7.40437,-0.930281
7.40451,-0.923988
7.40465,-0.917521
7.4048,-0.91088
7.40495,-0.904062
7.4051,-0.897066
7.40526,-0.889893
7.40542,-0.882541
7.40558,-0.875011
7.40575,-0.867302
7.40592,-0.859416
7.406,-0.855848
7.4061,-0.851354
7.40628,-0.843117
7.40646,-0.834708
7.40665,-0.826128
7.40684,-0.817381
7.40704,-0.808471
7.40724,-0.799401
7.40745,-0.790175
7.40766,-0.780799
7.40788,-0.771279
7.408,-0.766045
7.4081,-0.76162
7.40833,-0.751828
7.40856,-0.741911
7.4088,-0.731877
7.40904,-0.721733
7.40929,-0.711488
7.40955,-0.701151
7.40981,-0.69073
7.41,-0.683174
7.41008,-0.680237
7.41035,-0.66968
7.41063,-0.659071
7.41091,-0.64842
7.41121,-0.637738
7.41151,-0.627036
7.41181,-0.616325
7.412,-0.609984
7.41213,-0.605618
7.41245,-0.594925
7.41278,-0.584257
7.41312,-0.573627
7.41346,-0.563047
7.41381,-0.552526
7.414,-0.547104
7.41418,-0.542076
7.41454,-0.531708
7.41492,-0.521434
7.41531,-0.511262
7.41571,-0.501203
7.416,-0.493964
7.41611,-0.491266
7.41653,-0.481461
7.41695,-0.471796
7.41739,-0.46228
7.41783,-0.45292
7.418,-0.449455
7.41829,-0.443723
7.41875,-0.434695
7.41923,-0.425844
7.41972,-0.417174
7.42,-0.412317
7.42022,-0.40869
7.42073,-0.400397
7.42125,-0.392297
7.42179,-0.384395
7.422,-0.381346
7.42233,-0.376694
7.4229,-0.369194
7.42347,-0.361898
7.424,-0.355475
7.42406,-0.354806
7.42466,-0.34792
7.42527,-0.341239
7.4259,-0.334762
7.426,-0.333798
7.42655,-0.32849
7.42721,-0.32242
7.42788,-0.316551
7.428,-0.315565
7.42857,-0.310882
7.42928,-0.305409
7.43,-0.300163
7.43,-0.30013
7.43075,-0.295042
7.4315,-0.290143
7.432,-0.287092
7.43228,-0.285428
7.43307,-0.280894
7.43389,-0.276537
7.434,-0.275949
7.43472,-0.272354
7.43557,-0.26834
7.436,-0.266406
7.43644,-0.264491
7.43733,-0.260803
7.438,-0.258196
7.43824,-0.257271
7.43918,-0.253892
7.44,-0.251103
7.44013,-0.250661
7.44111,-0.247573
7.442,-0.24495
7.44211,-0.244623
7.44314,-0.241808
7.444,-0.239591
7.44419,-0.239123
7.44526,-0.236564
7.446,-0.234905
7.44636,-0.234126
7.44748,-0.231804
7.448,-0.230795
7.44863,-0.229596
7.44981,-0.227496
7.45,-0.227176
7.45102,-0.2255
7.452,-0.223979
7.45225,-0.223605
7.45351,-0.221806
7.454,-0.221148
7.45481,-0.220099
7.456,-0.218633
7.45613,-0.218481
7.45748,-0.216948
7.458,-0.216392
7.45887,-0.215497
7.46,-0.214391
7.46028,-0.214124
7.46174,-0.212825
7.462,-0.212599
7.46322,-0.211597
7.464,-0.210991
7.46474,-0.210438
7.466,-0.209544
7.4663,-0.209343
7.46789,-0.208311
7.468,-0.208241
7.46952,-0.207337
7.47,-0.207063
7.47118,-0.20642
7.472,-0.205998
7.47289,-0.205557
7.474,-0.205032
7.47464,-0.204744
7.476,-0.204155
7.47642,-0.20398
7.478,-0.203357
7.47825,-0.203261
7.48,-0.20263
7.48013,-0.202587
7.482,-0.201967
7.48204,-0.201954
7.484,-0.201361
7.484,-0.20136
7.486,-0.200806
7.48601,-0.200803
7.488,-0.200297
7.48806,-0.200281
7.49,-0.19983
7.49017,-0.199793
7.492,-0.199401
7.49232,-0.199336
7.494,-0.199006
7.49452,-0.198909
7.496,-0.198642
7.49677,-0.198509
7.498,-0.198307
7.49908,-0.198136
7.5,-0.197997
7.50144,-0.197788
7.502,-0.19771
7.50386,-0.197462
7.504,-0.197444
7.506,-0.197198
7.50633,-0.197159
7.508,-0.196969
7.50886,-0.196876
7.51,-0.196757
7.51145,-0.196612
7.512,-0.196559
7.514,-0.196375
7.5141,-0.196366
7.516,-0.196203
7.51681,-0.196137
7.518,-0.196043
7.51959,-0.195923
7.52,-0.195893
7.522,-0.195752
7.52243,-0.195723
7.524,-0.195621
7.52534,-0.195537
7.526,-0.195497
7.528,-0.195381
7.52832,-0.195363
7.53,-0.195271
7.53136,-0.1952
7.532,-0.195168
7.534,-0.19507
7.53448,-0.195048
7.536,-0.194978
7.53767,-0.194905
7.538,-0.194891
7.54,-0.194808
7.54094,-0.194771
7.542,-0.19473
7.544,-0.194655
7.54428,-0.194645
7.546,-0.194583
7.5477,-0.194525
7.548,-0.194515
7.55,-0.19445
7.5512,-0.194412
7.552,-0.194388
7.554,-0.194328
7.55478,-0.194305
7.556,-0.19427
7.558,-0.194215
7.55845,-0.194202
7.56,-0.194161
7.562,-0.194109
7.5622,-0.194104
7.564,-0.194059
7.566,-0.194011
7.56605,-0.194009
7.568,-0.193963
7.56998,-0.193918
7.574,-0.193829
7.576,-0.193786
7.578,-0.193744
7.58,-0.193702
7.582,-0.193662
7.584,-0.193622
7.586,-0.193582
7.588,-0.193543
7.59,-0.193505
7.592,-0.193467
7.594,-0.193429
7.596,-0.193392
7.598,-0.193354
7.6,-0.193317
7.602,-0.19328
7.604,-0.193244
7.606,-0.193207
7.608,-0.193171
7.61,-0.193134
7.612,-0.193097
7.614,-0.193061
7.616,-0.193024
7.618,-0.192988
7.62,-0.192951
7.622,-0.192914
7.624,-0.192877
7.626,-0.19284
7.628,-0.192803
7.63,-0.192766
7.632,-0.192729
7.634,-0.192691
7.636,-0.192653
7.638,-0.192615
7.64,-0.192577
7.642,-0.192538
7.644,-0.1925
7.646,-0.192461
7.648,-0.192422
7.65,-0.192382
7.652,-0.192343
7.654,-0.192303
7.656,-0.192262
7.658,-0.192222
7.66,-0.192181
7.662,-0.19214
7.664,-0.192099
7.666,-0.192058
7.668,-0.192016
7.67,-0.191974
7.672,-0.191931
7.674,-0.191889
7.676,-0.191846
7.678,-0.191803
7.68,-0.191759
7.682,-0.191715
7.684,-0.191671
7.686,-0.191627
7.688,-0.191582
7.69,-0.191537
7.692,-0.191492
7.694,-0.191446
7.696,-0.1914
7.698,-0.191354
7.7,-0.191308
7.702,-0.191261
7.704,-0.191214
7.706,-0.191167
7.708,-0.191119
7.71,-0.191071
7.712,-0.191023
7.714,-0.190975
7.716,-0.190926
7.718,-0.190877
7.72,-0.190827
7.722,-0.190778
7.724,-0.190728
7.726,-0.190678
7.728,-0.190627
7.73,-0.190577
7.732,-0.190526
7.734,-0.190474
7.736,-0.190423
7.738,-0.190371
7.74,-0.190319
7.742,-0.190266
7.744,-0.190214
7.746,-0.190161
7.748,-0.190108
7.75,-0.190054
7.752,-0.19
7.754,-0.189946
7.756,-0.189892
7.758,-0.189838
7.76,-0.189783
7.762,-0.189728
7.764,-0.189673
7.766,-0.189617
7.768,-0.189561
7.77,-0.189505
7.772,-0.189449
7.774,-0.189392
7.776,-0.189336
7.778,-0.189279
7.78,-0.189221
7.782,-0.189164
7.784,-0.189106
7.786,-0.189048
7.788,-0.18899
7.79,-0.188932
7.792,-0.188873
7.794,-0.188814
7.796,-0.188755
7.798,-0.188696
7.8,-0.188636
7.802,-0.188576
7.804,-0.188516
7.806,-0.188456
7.808,-0.188395
7.81,-0.188335
7.812,-0.188274
7.814,-0.188213
7.816,-0.188151
7.818,-0.18809
7.82,-0.188028
7.822,-0.187966
7.824,-0.187904
7.826,-0.187841
7.828,-0.187779
7.83,-0.187716
7.832,-0.187653
7.834,-0.187589
7.836,-0.187526
7.838,-0.187462
7.84,-0.187399
7.842,-0.187335
7.844,-0.18727
7.846,-0.187206
7.848,-0.187141
7.85,-0.187076
7.852,-0.187011
7.854,-0.186946
7.856,-0.186881
7.858,-0.186815
7.86,-0.186749
7.862,-0.186683
7.864,-0.186617
7.866,-0.186551
7.868,-0.186484
7.87,-0.186418
7.872,-0.186351
7.874,-0.186284
7.876,-0.186217
7.878,-0.186149
7.88,-0.186082
7.882,-0.186014
7.884,-0.185946
7.886,-0.185878
7.888,-0.18581
7.89,-0.185741
7.892,-0.185672
7.894,-0.185604
7.896,-0.185535
7.898,-0.185466
7.9,-0.185396
7.902,-0.185327
7.904,-0.185257
7.906,-0.185187
7.908,-0.185117
7.91,-0.185047
7.912,-0.184977
7.914,-0.184907
7.916,-0.184836
7.918,-0.184765
7.92,-0.184694
7.922,-0.184623
7.924,-0.184552
7.926,-0.184481
7.928,-0.184409
7.93,-0.184338
7.932,-0.184266
7.934,-0.184194
7.936,-0.184122
7.938,-0.184049
7.94,-0.183977
7.942,-0.183904
7.944,-0.183832
7.946,-0.183759
7.948,-0.183686
7.95,-0.183613
7.952,-0.183539
7.954,-0.183466
7.956,-0.183392
7.958,-0.183319
7.96,-0.183245
7.962,-0.183171
7.964,-0.183097
7.966,-0.183022
7.968,-0.182948
7.97,-0.182873
7.972,-0.182799
7.974,-0.182724
7.976,-0.182649
7.978,-0.182574
7.98,-0.182499
7.982,-0.182423
7.984,-0.182348
7.986,-0.182272
7.988,-0.182196
7.99,-0.182121
7.992,-0.182045
7.994,-0.181968
7.996,-0.181892
7.998,-0.181816
8,-0.181739
8.002,-0.181663
8.004,-0.181586
8.006,-0.181509
8.008,-0.181432
8.01,-0.181355
8.012,-0.181278
8.014,-0.1812
8.016,-0.181123
8.018,-0.181045
8.02,-0.180967
8.022,-0.180889
8.024,-0.180812
8.026,-0.180733
8.028,-0.180655
8.03,-0.180577
8.032,-0.180498
8.034,-0.18042
8.036,-0.180341
8.038,-0.180262
8.04,-0.180183
8.042,-0.180104
8.044,-0.180025
8.046,-0.179946
8.048,-0.179867
8.05,-0.179787
8.052,-0.179708
8.054,-0.179628
8.056,-0.179548
8.058,-0.179468
8.06,-0.179388
8.062,-0.179308
8.064,-0.179228
8.066,-0.179148
8.068,-0.179067
8.07,-0.178987
8.072,-0.178906
8.074,-0.178825
8.076,-0.178744
8.078,-0.178663
8.08,-0.178582
8.082,-0.178501
8.084,-0.17842
8.086,-0.178338
8.088,-0.178257
8.09,-0.178175
8.092,-0.178094
8.094,-0.178012
8.096,-0.17793
8.098,-0.177848
8.1,-0.177766
8.102,-0.177684
8.104,-0.177601
8.106,-0.177519
8.108,-0.177437
8.11,-0.177354
8.112,-0.177271
8.114,-0.177189
8.116,-0.177106
8.118,-0.177023
8.12,-0.17694
8.122,-0.176857
8.124,-0.176773
8.126,-0.17669
8.128,-0.176607
8.13,-0.176523
8.132,-0.176439
8.134,-0.176356
8.136,-0.176272
8.138,-0.176188
8.14,-0.176104
8.142,-0.17602
8.144,-0.175936
8.146,-0.175852
8.148,-0.175767
8.15,-0.175683
8.152,-0.175599
8.154,-0.175514
8.156,-0.175429
8.158,-0.175345
8.16,-0.17526
8.162,-0.175175
8.164,-0.17509
8.166,-0.175005
8.168,-0.174919
8.17,-0.174834
8.172,-0.174749
8.174,-0.174663
8.176,-0.174578
8.178,-0.174492
8.18,-0.174407
8.182,-0.174321
8.184,-0.174235
8.186,-0.174149
8.188,-0.174063
8.19,-0.173977
8.192,-0.173891
8.194,-0.173805
8.196,-0.173718
8.198,-0.173632
8.2,-0.173545
8.202,-0.173459
8.204,-0.173372
8.206,-0.173286
8.208,-0.173199
8.21,-0.173112
8.212,-0.173025
8.214,-0.172938
8.216,-0.172851
8.218,-0.172764
8.22,-0.172676
8.222,-0.172589
8.224,-0.172502
8.226,-0.172414
8.228,-0.172327
8.23,-0.172239
8.232,-0.172151
8.234,-0.172064
8.236,-0.171976
8.238,-0.171888
8.24,-0.1718
8.242,-0.171712
8.244,-0.171624
8.246,-0.171536
8.248,-0.171448
8.25,-0.171359
8.252,-0.171271
8.254,-0.171182
8.256,-0.171094
8.258,-0.171005
8.26,-0.170917
8.262,-0.170828
8.264,-0.170739
8.266,-0.17065
8.268,-0.170561
8.27,-0.170472
8.272,-0.170383
8.274,-0.170294
8.276,-0.170205
8.278,-0.170116
8.28,-0.170026
8.282,-0.169937
8.284,-0.169848
8.286,-0.169758
8.288,-0.169668
8.29,-0.169579
8.292,-0.169489
8.294,-0.169399
8.296,-0.16931
8.298,-0.16922
8.3,-0.16913
8.302,-0.16904
8.304,-0.16895
8.306,-0.16886
8.308,-0.168769
8.31,-0.168679
8.312,-0.168589
8.314,-0.168498
8.316,-0.168408
8.318,-0.168318
8.32,-0.168227
8.322,-0.168136
8.324,-0.168046
8.326,-0.167955
8.328,-0.167864
8.33,-0.167774
8.332,-0.167683
8.334,-0.167592
8.336,-0.167501
8.338,-0.16741
8.34,-0.167319
8.342,-0.167227
8.344,-0.167136
8.346,-0.167045
8.348,-0.166954
8.35,-0.166862
8.352,-0.166771
8.354,-0.166679
8.356,-0.166588
8.358,-0.166496
8.36,-0.166405
8.362,-0.166313
8.364,-0.166221
8.366,-0.166129
8.368,-0.166037
8.37,-0.165946
8.372,-0.165854
8.374,-0.165762
8.376,-0.16567
8.378,-0.165578
8.38,-0.165485
8.382,-0.165393
8.384,-0.165301
8.386,-0.165209
8.388,-0.165116
8.39,-0.165024
8.392,-0.164932
8.394,-0.164839
8.396,-0.164746
8.398,-0.164654
8.4,-0.164561
8.402,-0.164469
8.404,-0.164376
8.406,-0.164283
8.408,-0.16419
8.41,-0.164098
8.412,-0.164005
8.414,-0.163912
8.416,-0.163819
8.418,-0.163726
8.42,-0.163633
8.422,-0.16354
8.424,-0.163446
8.426,-0.163353
8.428,-0.16326
8.43,-0.163167
8.432,-0.163073
8.434,-0.16298
8.436,-0.162887
8.438,-0.162793
8.44,-0.1627
8.442,-0.162606
8.444,-0.162512
8.446,-0.162419
8.448,-0.162325
8.45,-0.162232
8.452,-0.162138
8.454,-0.162044
8.456,-0.16195
8.458,-0.161856
8.46,-0.161763
8.462,-0.161669
8.464,-0.161575
8.466,-0.161481
8.468,-0.161387
8.47,-0.161293
8.472,-0.161198
8.474,-0.161104
8.476,-0.16101
8.478,-0.160916
8.48,-0.160822
8.482,-0.160727
8.484,-0.160633
8.486,-0.160539
8.488,-0.160444
8.49,-0.16035
8.492,-0.160255
8.494,-0.160161
8.496,-0.160066
8.498,-0.159972
8.5,-0.159877
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=14.6
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
6.5,-0.226413
6.502,-0.2264
6.504,-0.226388
6.506,-0.226376
6.508,-0.226363
6.51,-0.226351
6.512,-0.226338
6.514,-0.226326
6.516,-0.226313
6.518,-0.2263
6.52,-0.226287
6.522,-0.226275
6.524,-0.226262
6.526,-0.226249
6.528,-0.226236
6.53,-0.226223
6.532,-0.22621
6.534,-0.226196
6.536,-0.226183
6.538,-0.22617
6.54,-0.226157
6.542,-0.226143
6.544,-0.22613
6.546,-0.226116
6.548,-0.226103
6.55,-0.226089
6.552,-0.226076
6.554,-0.226062
6.556,-0.226048
6.558,-0.226034
6.56,-0.22602
6.562,-0.226007
6.564,-0.225993
6.566,-0.225979
6.568,-0.225965
6.57,-0.22595
6.572,-0.225936
6.574,-0.225922
6.576,-0.225908
6.578,-0.225894
6.58,-0.225879
6.582,-0.225865
6.584,-0.22585
6.586,-0.225836
6.588,-0.225821
6.59,-0.225807
6.592,-0.225792
6.594,-0.225778
6.596,-0.225763
6.598,-0.225748
6.6,-0.225733
6.602,-0.225719
6.604,-0.225704
6.606,-0.225689
6.608,-0.225674
6.61,-0.225659
6.612,-0.225644
6.614,-0.225629
6.616,-0.225614
6.618,-0.225599
6.62,-0.225584
6.622,-0.225568
6.624,-0.225553
6.626,-0.225538
6.628,-0.225523
6.63,-0.225507
6.632,-0.225492
6.634,-0.225477
6.636,-0.225461
6.638,-0.225446
6.64,-0.22543
6.642,-0.225415
6.644,-0.225399
6.646,-0.225384
6.648,-0.225368
6.65,-0.225352
6.652,-0.225337
6.654,-0.225321
6.656,-0.225305
6.658,-0.22529
6.66,-0.225274
6.662,-0.225258
6.664,-0.225242
6.666,-0.225227
6.668,-0.225211
6.67,-0.225195
6.672,-0.225179
6.674,-0.225163
6.676,-0.225147
6.678,-0.225132
6.68,-0.225116
6.682,-0.2251
6.684,-0.225084
6.686,-0.225068
6.688,-0.225052
6.69,-0.225036
6.692,-0.22502
6.694,-0.225004
6.696,-0.224988
6.698,-0.224972
6.7,-0.224956
6.702,-0.22494
6.704,-0.224924
6.706,-0.224908
6.708,-0.224892
6.71,-0.224876
6.712,-0.22486
6.714,-0.224844
6.716,-0.224828
6.718,-0.224812
6.72,-0.224796
6.722,-0.22478
6.724,-0.224764
6.726,-0.224748
6.728,-0.224732
6.73,-0.224716
6.732,-0.2247
6.734,-0.224684
6.736,-0.224668
6.738,-0.224652
6.74,-0.224636
6.742,-0.22462
6.744,-0.224604
6.746,-0.224588
6.748,-0.224573
6.75,-0.224557
6.752,-0.224541
6.754,-0.224525
6.756,-0.22451
6.758,-0.224494
6.76,-0.224478
6.762,-0.224463
6.764,-0.224447
6.766,-0.224432
6.768,-0.224416
6.77,-0.224401
6.772,-0.224385
6.774,-0.22437
6.776,-0.224354
6.778,-0.224339
6.78,-0.224324
6.782,-0.224309
6.784,-0.224293
6.786,-0.224278
6.788,-0.224263
6.79,-0.224248
6.792,-0.224233
6.794,-0.224218
6.796,-0.224204
6.798,-0.224189
6.8,-0.224174
6.802,-0.22416
6.804,-0.224145
6.806,-0.22413
6.808,-0.224116
6.81,-0.224102
6.812,-0.224087
6.814,-0.224073
6.816,-0.224059
6.818,-0.224045
6.82,-0.224031
6.822,-0.224017
6.824,-0.224004
6.826,-0.22399
6.828,-0.223976
6.83,-0.223963
6.832,-0.223949
6.834,-0.223936
6.836,-0.223923
6.838,-0.22391
6.84,-0.223897
6.842,-0.223884
6.844,-0.223871
6.846,-0.223859
6.848,-0.223846
6.85,-0.223834
6.852,-0.223822
6.854,-0.22381
6.856,-0.223798
6.858,-0.223786
6.86,-0.223774
6.862,-0.223763
6.864,-0.223751
6.866,-0.22374
6.868,-0.223729
6.87,-0.223718
6.872,-0.223707
6.874,-0.223697
6.876,-0.223686
6.878,-0.223676
6.88,-0.223666
6.882,-0.223656
6.884,-0.223646
6.886,-0.223637
6.888,-0.223628
6.89,-0.223618
6.892,-0.223609
6.894,-0.223601
6.896,-0.223592
6.898,-0.223584
6.9,-0.223576
6.902,-0.223568
6.904,-0.22356
6.906,-0.223553
6.908,-0.223546
6.91,-0.223539
6.912,-0.223532
6.914,-0.223526
6.916,-0.223519
6.918,-0.223513
6.92,-0.223508
6.922,-0.223502
6.924,-0.223497
6.926,-0.223492
6.928,-0.223488
6.93,-0.223484
6.932,-0.22348
6.934,-0.223476
6.936,-0.223473
6.938,-0.22347
6.94,-0.223467
6.942,-0.223465
6.944,-0.223463
6.946,-0.223461
6.948,-0.22346
6.95,-0.223459
6.952,-0.223459
6.954,-0.223458
6.956,-0.223459
6.958,-0.223459
6.96,-0.22346
6.962,-0.223462
6.964,-0.223464
6.966,-0.223466
6.968,-0.223469
6.97,-0.223472
6.972,-0.223476
6.974,-0.22348
6.976,-0.223484
6.978,-0.22349
6.98,-0.223495
6.982,-0.223501
6.984,-0.223508
6.986,-0.223515
6.988,-0.223523
6.99,-0.223531
6.992,-0.22354
6.994,-0.223549
6.996,-0.223559
6.998,-0.22357
7,-0.223581
7.002,-0.223593
7.004,-0.223606
7.006,-0.223619
7.008,-0.223633
7.01,-0.223647
7.012,-0.223662
7.014,-0.223678
7.016,-0.223695
7.018,-0.223712
7.02,-0.223731
7.022,-0.22375
7.024,-0.223769
7.026,-0.22379
7.028,-0.223812
7.03,-0.223834
7.032,-0.223857
7.034,-0.223881
7.036,-0.223906
7.038,-0.223932
7.04,-0.223959
7.042,-0.223987
7.044,-0.224016
7.046,-0.224046
7.048,-0.224077
7.05,-0.224109
7.052,-0.224142
7.054,-0.224177
7.056,-0.224212
7.058,-0.224249
7.06,-0.224287
7.062,-0.224326
7.064,-0.224367
7.066,-0.224408
7.068,-0.224452
7.07,-0.224496
7.072,-0.224542
7.074,-0.22459
7.076,-0.224638
7.078,-0.224689
7.08,-0.224741
7.082,-0.224795
7.084,-0.22485
7.086,-0.224907
7.088,-0.224966
7.09,-0.225026
7.092,-0.225088
7.094,-0.225153
7.096,-0.225219
7.098,-0.225287
7.1,-0.225357
7.102,-0.225429
7.104,-0.225504
7.106,-0.22558
7.108,-0.225659
7.11,-0.225741
7.112,-0.225825
7.114,-0.225911
7.116,-0.226
7.118,-0.226091
7.12,-0.226185
7.122,-0.226282
7.124,-0.226382
7.126,-0.226485
7.128,-0.22659
7.13,-0.226699
7.132,-0.226812
7.134,-0.226927
7.136,-0.227046
7.138,-0.227169
7.14,-0.227295
7.142,-0.227425
7.144,-0.22756
7.146,-0.227698
7.148,-0.22784
7.15,-0.227987
7.152,-0.228138
7.154,-0.228294
7.156,-0.228454
7.158,-0.22862
7.16,-0.22879
7.162,-0.228966
7.164,-0.229148
7.166,-0.229335
7.168,-0.229528
7.17,-0.229728
7.172,-0.229934
7.174,-0.230146
7.176,-0.230365
7.178,-0.230592
7.18,-0.230825
7.182,-0.231067
7.184,-0.231317
7.186,-0.231575
7.188,-0.231841
7.19,-0.232117
7.19001,-0.232119
7.192,-0.232402
7.19393,-0.232687
7.194,-0.232697
7.196,-0.233002
7.19776,-0.23328
7.198,-0.233318
7.2,-0.233646
7.2015,-0.233899
7.202,-0.233985
7.204,-0.234336
7.20516,-0.234545
7.206,-0.2347
7.208,-0.235077
7.20873,-0.235218
7.21,-0.235468
7.212,-0.235874
