# Frequenza (Hz)	S11 (dB)
4.098619e+09	-8.549192e-01
4.098739e+09	-8.428575e-01
4.098859e+09	-8.467384e-01
4.098979e+09	-8.538987e-01
4.099099e+09	-8.564476e-01
4.099219e+09	-8.467729e-01
4.099339e+09	-8.493980e-01
4.099459e+09	-8.538863e-01
4.099580e+09	-8.573124e-01
4.099700e+09	-8.421817e-01
4.099820e+09	-8.518354e-01
4.099940e+09	-8.505795e-01
4.100060e+09	-8.557475e-01
4.100180e+09	-8.492425e-01
4.100300e+09	-8.407058e-01
4.100420e+09	-8.556298e-01
4.100541e+09	-8.540983e-01
4.100661e+09	-8.441546e-01
4.100781e+09	-8.412167e-01
4.100901e+09	-8.549256e-01
4.101021e+09	-8.553176e-01
4.101141e+09	-8.484096e-01
4.101261e+09	-8.427025e-01
4.101381e+09	-8.448108e-01
4.101502e+09	-8.431829e-01
4.101622e+09	-8.539613e-01
4.101742e+09	-8.476077e-01
4.101862e+09	-8.471593e-01
4.101982e+09	-8.494624e-01
4.102102e+09	-8.442279e-01
4.102222e+09	-8.536793e-01
4.102342e+09	-8.452182e-01
4.102462e+09	-8.507880e-01
4.102583e+09	-8.568788e-01
4.102703e+09	-8.415969e-01
4.102823e+09	-8.523155e-01
4.102943e+09	-8.435788e-01
4.103063e+09	-8.493109e-01
4.103183e+09	-8.447968e-01
4.103303e+09	-8.447789e-01
4.103423e+09	-8.485239e-01
4.103544e+09	-8.484686e-01
4.103664e+09	-8.498934e-01
4.103784e+09	-8.418520e-01
4.103904e+09	-8.475811e-01
4.104024e+09	-8.463283e-01
4.104144e+09	-8.399203e-01
4.104264e+09	-8.484193e-01
4.104384e+09	-8.515187e-01
4.104505e+09	-8.471076e-01
4.104625e+09	-8.463111e-01
4.104745e+09	-8.447929e-01
4.104865e+09	-8.485532e-01
4.104985e+09	-8.405199e-01
4.105105e+09	-8.475645e-01
4.105225e+09	-8.483377e-01
4.105345e+09	-8.517657e-01
4.105465e+09	-8.446311e-01
4.105586e+09	-8.447093e-01
4.105706e+09	-8.414547e-01
4.105826e+09	-8.442597e-01
4.105946e+09	-8.461253e-01
4.106066e+09	-8.378871e-01
4.106186e+09	-8.456717e-01
4.106306e+09	-8.405800e-01
4.106426e+09	-8.509079e-01
4.106547e+09	-8.364917e-01
4.106667e+09	-8.508435e-01
4.106787e+09	-8.453773e-01
4.106907e+09	-8.425259e-01
4.107027e+09	-8.395609e-01
4.107147e+09	-8.378700e-01
4.107267e+09	-8.377932e-01
4.107387e+09	-8.405696e-01
4.107508e+09	-8.387376e-01
4.107628e+09	-8.407380e-01
4.107748e+09	-8.343007e-01
4.107868e+09	-8.451084e-01
4.107988e+09	-8.430596e-01
4.108108e+09	-8.452933e-01
4.108228e+09	-8.416046e-01
4.108348e+09	-8.376374e-01
4.108468e+09	-8.332382e-01
4.108589e+09	-8.345816e-01
4.108709e+09	-8.394972e-01
4.108829e+09	-8.402289e-01
4.108949e+09	-8.396217e-01
4.109069e+09	-8.390417e-01
4.109189e+09	-8.432243e-01
4.109309e+09	-8.424584e-01
4.109429e+09	-8.388668e-01
4.109550e+09	-8.464569e-01
4.109670e+09	-8.423095e-01
4.109790e+09	-8.404248e-01
4.109910e+09	-8.424218e-01
4.110030e+09	-8.406928e-01
4.110150e+09	-8.392588e-01
4.110270e+09	-8.412711e-01
4.110390e+09	-8.418680e-01
4.110511e+09	-8.362922e-01
4.110631e+09	-8.408310e-01
4.110751e+09	-8.354587e-01
4.110871e+09	-8.351608e-01
4.110991e+09	-8.354521e-01
4.111111e+09	-8.367127e-01
4.111231e+09	-8.363004e-01
4.111351e+09	-8.335857e-01
4.111471e+09	-8.354321e-01
4.111592e+09	-8.382504e-01
4.111712e+09	-8.394668e-01
4.111832e+09	-8.339927e-01
4.111952e+09	-8.374604e-01
4.112072e+09	-8.346179e-01
4.112192e+09	-8.406638e-01
4.112312e+09	-8.352788e-01
4.112432e+09	-8.357364e-01
4.112553e+09	-8.384395e-01
4.112673e+09	-8.354644e-01
4.112793e+09	-8.382723e-01
4.112913e+09	-8.398307e-01
4.113033e+09	-8.352374e-01
4.113153e+09	-8.355907e-01
4.113273e+09	-8.347968e-01
4.113393e+09	-8.378836e-01
4.113514e+09	-8.316156e-01
4.113634e+09	-8.327449e-01
4.113754e+09	-8.340934e-01
4.113874e+09	-8.356553e-01
4.113994e+09	-8.343057e-01
4.114114e+09	-8.356039e-01
4.114234e+09	-8.347291e-01
4.114354e+09	-8.334092e-01
4.114474e+09	-8.374268e-01
4.114595e+09	-8.347476e-01
4.114715e+09	-8.349837e-01
4.114835e+09	-8.370561e-01
4.114955e+09	-8.354503e-01
4.115075e+09	-8.319453e-01
4.115195e+09	-8.361510e-01
4.115315e+09	-8.335326e-01
4.115435e+09	-8.346953e-01
4.115556e+09	-8.303846e-01
4.115676e+09	-8.283070e-01
4.115796e+09	-8.310574e-01
4.115916e+09	-8.292058e-01
4.116036e+09	-8.314451e-01
4.116156e+09	-8.327386e-01
4.116276e+09	-8.299181e-01
4.116396e+09	-8.303874e-01
4.116517e+09	-8.278630e-01
4.116637e+09	-8.325777e-01
4.116757e+09	-8.296922e-01
4.116877e+09	-8.294705e-01
4.116997e+09	-8.308028e-01
4.117117e+09	-8.325826e-01
4.117237e+09	-8.314548e-01
4.117357e+09	-8.261974e-01
4.117477e+09	-8.296298e-01
4.117598e+09	-8.304562e-01
4.117718e+09	-8.302258e-01
4.117838e+09	-8.259956e-01
4.117958e+09	-8.284479e-01
4.118078e+09	-8.270559e-01
4.118198e+09	-8.255726e-01
4.118318e+09	-8.303657e-01
4.118438e+09	-8.275537e-01
4.118559e+09	-8.298992e-01
4.118679e+09	-8.289658e-01
4.118799e+09	-8.274624e-01
4.118919e+09	-8.299267e-01
4.119039e+09	-8.249265e-01
4.119159e+09	-8.274468e-01
4.119279e+09	-8.292953e-01
4.119399e+09	-8.247497e-01
4.119520e+09	-8.246480e-01
4.119640e+09	-8.290736e-01
4.119760e+09	-8.259224e-01
4.119880e+09	-8.221260e-01
4.120000e+09	-8.240027e-01
