C:\Users\oper\Downloads\Photon_count_2_V5_2D_2_5CELL_mod_2port.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-Photon_count_2_V5_2D_2_5CELL_mod_2port
14.8585,-0.672715
14.859,-0.671148
14.8595,-0.669614
14.86,-0.668114
14.8605,-0.666646
14.861,-0.66521
14.8615,-0.663805
14.862,-0.66243
14.8625,-0.661084
14.863,-0.659767
14.8635,-0.658478
14.864,-0.657215
14.8645,-0.655979
14.865,-0.654769
14.8655,-0.653585
14.866,-0.652424
14.8665,-0.651288
14.867,-0.650175
14.8675,-0.649084
14.868,-0.648016
14.8685,-0.64697
14.869,-0.645944
14.8695,-0.64494
14.87,-0.643955
14.8705,-0.64299
14.871,-0.642044
14.8715,-0.641117
14.872,-0.640208
14.8725,-0.639317
14.873,-0.638443
14.8735,-0.637587
14.874,-0.636747
14.8745,-0.635923
14.875,-0.635114
14.8755,-0.634322
14.876,-0.633544
14.8765,-0.632781
14.877,-0.632032
14.8775,-0.631298
14.878,-0.630577
14.8785,-0.629869
14.879,-0.629175
14.8795,-0.628493
14.88,-0.627824
14.8805,-0.627167
14.881,-0.626522
14.8815,-0.625888
14.882,-0.625266
14.8825,-0.624655
14.883,-0.624055
14.8835,-0.623466
14.884,-0.622887
14.8845,-0.622318
14.885,-0.621759
14.8855,-0.62121
14.886,-0.62067
14.8865,-0.620139
14.887,-0.619618
14.8875,-0.619105
14.888,-0.618602
14.8885,-0.618106
14.889,-0.617619
14.8895,-0.61714
14.89,-0.616669
14.8905,-0.616206
14.891,-0.615751
14.8915,-0.615303
14.892,-0.614862
14.8925,-0.614428
14.893,-0.614001
14.8935,-0.613582
14.894,-0.613168
14.8945,-0.612762
14.895,-0.612361
14.8955,-0.611967
14.896,-0.611579
14.8965,-0.611198
14.897,-0.610822
14.8975,-0.610451
14.898,-0.610087
14.8985,-0.609728
14.899,-0.609374
14.8995,-0.609026
14.9,-0.608682
14.9005,-0.608344
